ammocategory,battlevalue,category,componentsubtype,componenttype,damage,description_cost,description_id,heatdamage,heatgenerated,instability,inventorysize,prefabidentifier,rangesplit,tonnage,description_details,aoecapable,accuracymodifier,allowedlocations,attackrecoil,bonusvaluea,bonusvalueb,canthitunaffecedbypathing,componenttags_items,componenttags_tagsetsourcefile,criticalchancemultiplier,criticalcomponent,custom_category,custom_flags,damagevariance,description_icon,description_manufacturer,description_model,description_name,description_purchasable,description_rarity,description_uiname,disallowedlocations,evasivedamagemultiplier,evasivepipsignored,fireonsuccesshit,fireterrainchance,indirectfirecapable,maxrange,minrange,overheateddamagemultiplier,projectilespershot,refiremodifier,shotswhenfired,startingammocapacity,type,weaponeffectid,weaponsubtype,statuseffects,ammocategoryid,custom_bonusdescriptions,missilehealth,amsshootseveryattack,aparmorshardsmod,apcriticalchancemultiplier,apmaxarmorthickness,auras,custom_inventorysorter,isaams,isams,modes,notuseinmelee,improvedballistic,additionalimpactvfx,additionalimpactvfxscalex,additionalimpactvfxscaley,additionalimpactvfxscalez,colorchangerule,colorstable,custom_componentexplosion,projectilescale_x,projectilescale_y,projectilescale_z,weaponcategoryid,ballisticdamageperpallet,damagenotdivided,distantvariance,distantvariancereversed,firedelaymultiplier,isdamagevariation,isheatvariation,isstabilityvariation,volleydivisor,cooldown,custom_armorrepair,custom_color,custom_linked,custom_workordercosts,structuredamage,canexplode,additionaldata,custom_lootable,damageonjamming,amshitchance,aoeeffectsfalloff,projectilespeedmultiplier,amsimmune,aoedamage,aoeinstability,aoerange,directfiremodifier,aoeheatdamage,alwaysindirectvisuals,hitgenerator,streak,clearminefieldradius,fireterraincellradius,fireterrainstrength,chassistagsaccuracymodifiers_unit_vtol,unguided,deferredeffect_aoedamage,deferredeffect_aoeheatdamage,deferredeffect_aoeinstability,deferredeffect_aoerange,deferredeffect_firedurationwithoutforest,deferredeffect_fireterraincellradius,deferredeffect_fireterrainchance,deferredeffect_fireterrainstrength,deferredeffect_rangecolor,deferredeffect_sfx,deferredeffect_terrainvfx,deferredeffect_terrainvfxscale,deferredeffect_vfx,deferredeffect_vfxtime,deferredeffect_damageapplytime,deferredeffect_id,deferredeffect_rounds,deferredeffect_statuseffects,deferredeffect_statuseffectsrangefalloff,deferredeffect_sticky,deferredeffect_tempdesignmask,deferredeffect_tempdesignmaskcellradius,deferredeffect_text,deferredeffect_waitvfx,alternatedamagecalc,disableclustering,chassistagsaccuracymodifiers_unit_powerarmor,clusteringmodifier,missilevolleyintervalmultiplier,missilevolleysize,statuseffectsperhit,spreadrange,colorspeedchange,flatjammingchance,shotsperammo,apdamage,gunneryjammingbase,gunneryjammingmult,evasivepipsmods_damage,evasivepipsmods_generatedheat,evasivepipsmods_instablility,firedurationwithoutforest,armordamagemodifier,custom_activatablecomponent,custom_armactuator,isdamagemodifier,custom_handheld,custom_mechconfiguration,evasivepipsmods_apcriticalchancemultiplier,evasivepipsmods_accuracymodifier,evasivepipsmods_criticalchancemultiplier,evasivepipsmods_flatjammingchance,evasivepipsmods_refiremodifier,custom_criticaleffects,custom_vehiclecriticaleffects,destroyonjamming,iffdef
"""LRM""",210,"""Missile""","""Weapon""","""Weapon""",5,435000,"""Weapon_LRM_LRM20_ENHANCED""",0,18,1,5,"""lrm20""","[210,420,630]",13,"""Enhanced Long Range Missiles were developed by the Federated Commonwealth in response to the superior performance of Clan weaponry. These new LRMs use a more sophisticated arming mechanism to increase their viability at close range. The result has been a much smaller blind spot compared to traditional LRMs while still retaining the same long-range functionality. While not having a minimum range does it vastly reduced damage at those ranges.""",false,0,"""All""",1,"""""","""""",,"[""component_type_stock"",""range_very-long""]","""""",1,false,"[{""CategoryID"":""w/m/l/enlrm""}]",,0,"""lrm""","""Jackson""","""Long-Range Missile Launcher""","""LRM20""",true,3,"""ENH. LRM20""","""All""",0,0,,0.005,true,840,0,0,1,0,20,0,"""LRM""","""WeaponEffect-Weapon_LRM20""","""LRM20""",[],,"{""Bonuses"":[""RangedDmg: +50%"",""Indirect"",""DoesCluster""]}",,,0.25,0.025,25,,"{""SortKey"":""03014""}",,,,,true,,,,,,"[{""C"":""#7F1D37"",""I"":5},{""C"":""#FAF43C"",""I"":5},{""C"":""#F7FF00"",""I"":5},{""C"":""#BA55D3"",""I"":5},{""C"":""#8A2BE2"",""I"":5},{""C"":""#EC4794"",""I"":5},{""C"":""#7BD1A3"",""I"":5},{""C"":""#FF4500"",""I"":5},{""C"":""#00FFFF"",""I"":5},{""C"":""#00BFFF"",""I"":5},{""C"":""#1813B2"",""I"":5},{""C"":""#00FFFF"",""I"":5},{""C"":""#11FF00"",""I"":5},{""C"":""#00FFFF"",""I"":5},{""C"":""#DC143C"",""I"":5},{""C"":""#565B5B"",""I"":5},{""C"":""#8B0000"",""I"":5},{""C"":""#467674"",""I"":5},{""C"":""#1813B2"",""I"":5},{""C"":""#1813B2"",""I"":5},{""C"":""#1D7F23"",""I"":5},{""C"":""#7F1D37"",""I"":5},{""C"":""#00BFFF"",""I"":5},{""C"":""#EE82EE"",""I"":5}]",,,,,,,,1.5,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,5,,,,,,,,,,,,,,,,,,,,,,,,
"""STREAKMRM""",0,"""Missile""","""Weapon""","""Weapon""",5,435000,"""Weapon_STREAK_MRM40""",0,32,1,8,"""lrm20""","[180,270,420]",16,"""Coming from Solaris, the Streak MRM weapons system marries Streak Guidance to a MRM launcher, giving it unparalleled Accuracy and Heat Efficiency during Battle. \n\n <b><color=#ffcc00>Uses Streak MRM Ammo.</color></b>""",false,0,"""All""",1,"""""","""""",,"[""component_type_stock"",""range_long""]","""""",1,false,"[{""CategoryID"":""w/m/s/mrm""}]",,0,"""MRM""","""Shigunga""","""Medium Range Missiles""","""Streak MRM40""",true,3,"""Streak MRM40""","""All""",0,0,,0.005,false,510,0,0,1,0,40,0,"""LRM""","""WeaponEffect-Weapon_SRM6""","""LRM20""",[],,"{""Bonuses"":[""Streak"",""DoesCluster"",""MRM""]}",,,0.4,0.025,25,,"{""SortKey"":""03030""}",,,,,true,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,1.3,,,,,,,,"""Streak""",true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,10,true,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LRM""",0,"""Missile""","""Weapon""","""Weapon""",5,400000,"""Weapon_LRM_LRM20_2-Telos""",0,16,1,4,"""lrm20""","[210,420,630]",10,"""Often found as the secondary weapon on heavier units, LRM20 racks of Long-Range Missiles can deal decent damage while a unit closes range, but they chew through ammunition. Like all LRMs, LRM20s are capable of indirect fire over obstacles and terrain with the benefit of a spotter unit. \n\n <b><color=#00ffff>Left Click on Chance to hit during battle to toggle Hot-Loading. (HL) missiles have no minimum range but can Misfire, damaging the launcher.</color> </b>""",false,-1,"""All""",1,"""""","""""",,"[""component_type_variant"",""component_type_variant2"",""range_very-long"",""BLACKLISTED""]","""""",1,false,"[{""CategoryID"":""w/m/l/lrm""}]",,0,"""lrm""","""Telos""","""Long-Range Missile Launcher""","""LRM20 Telos (Deprecated)""",true,4,"""LRM20 Telos (Deprecated)""","""All""",0,0,,0.005,true,840,180,0,1,0,20,0,"""LRM""","""WeaponEffect-Weapon_LRM20""","""LRM20""",[],,"{""Bonuses"":[""WpnAccuracy: +1"",""AMSChance: +15%"",""TelosLRM"",""IsLRM"",""Indirect"",""DoesCluster""]}",,,0.25,0.025,25,,"{""SortKey"":""03014""}",,,"[{""AIHitChanceCap"":0.99,""Id"":""STD"",""UIName"":""STD"",""isBaseMode"":true},{""AIHitChanceCap"":0.99,""AccuracyModifier"":1,""DamageOnJamming"":true,""FlatJammingChance"":0.5,""GunneryJammingBase"":5,""GunneryJammingMult"":0.075,""Id"":""Hotload"",""MinRange"":-180,""UIName"":""HL"",""isBaseMode"":false}]",,true,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,0.15,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,20,true,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LRM""",0,"""Missile""","""Weapon""","""Weapon""",6,370000,"""Weapon_LRM_LRM20_3-Zeus""",0,16,1.25,4,"""lrm20""","[210,420,630]",10,"""Often found as the secondary weapon on heavier units, LRM20 racks of Long-Range Missiles can deal decent damage while a unit closes range, but they chew through ammunition. Like all LRMs, LRM20s are capable of indirect fire over obstacles and terrain with the benefit of a spotter unit. \n\n <b><color=#00ffff>Left Click on Chance to hit during battle to toggle Hot-Loading. (HL) missiles have no minimum range but can Misfire, damaging the launcher.</color> </b>""",false,0,"""All""",1,"""+1Accuracy . +1 Dmg""","""+1 Evasion Ignore.""",,"[""component_type_variant"",""component_type_variant3"",""range_very-long"",""BLACKLISTED""]","""""",1,false,"[{""CategoryID"":""w/m/l/lrm""}]",,0,"""lrm""","""Zeus""","""Long-Range Missile Launcher""","""LRM20 Zeus (Deprecated)""",true,5,"""LRM20 Zeus (Deprecated)""","""All""",0,0,,0.005,true,840,180,0,1,0,20,0,"""LRM""","""WeaponEffect-Weapon_LRM20""","""LRM20""",[],,"{""Bonuses"":[""WeaponJAMFlat: 10%"",""ZeusLRM"",""IsLRM"",""Indirect"",""DoesCluster""]}",,,0.25,0.031,30,,"{""SortKey"":""03014""}",,,"[{""AIHitChanceCap"":0.99,""Id"":""STD"",""UIName"":""STD"",""isBaseMode"":true},{""AIHitChanceCap"":0.99,""AccuracyModifier"":1,""DamageOnJamming"":true,""FlatJammingChance"":0.5,""GunneryJammingBase"":5,""GunneryJammingMult"":0.075,""Id"":""Hotload"",""MinRange"":-180,""UIName"":""HL"",""isBaseMode"":false}]",,true,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,20,true,,,0.1,,,5,0.015,,,,,,,,,,,,,,,,,,,
"""LRM""",0,"""Missile""","""Weapon""","""Weapon""",5,350000,"""Weapon_LRM_LRM20_2-Delta""",0,16,1,4,"""lrm20""","[210,420,630]",10,"""Often found as the secondary weapon on heavier units, LRM20 racks of Long-Range Missiles can deal decent damage while a unit closes range, but they chew through ammunition. Like all LRMs, LRM20s are capable of indirect fire over obstacles and terrain with the benefit of a spotter unit. \n\n <b><color=#00ffff>Left Click on Chance to hit during battle to toggle Hot-Loading. (HL) missiles have no minimum range but can Misfire, damaging the launcher.</color> </b>""",false,0,"""All""",1,"""""","""""",,"[""component_type_variant"",""component_type_variant2"",""range_very-long"",""BLACKLISTED""]","""""",1,false,"[{""CategoryID"":""w/m/l/lrm""}]",,0,"""lrm""","""Delta""","""Long-Range Missile Launcher""","""LRM20 Delta (Deprecated)""",true,4,"""LRM20 Delta (Deprecated)""","""All""",0,0,,0.005,true,840,180,0,1,1,20,0,"""LRM""","""WeaponEffect-Weapon_LRM20""","""LRM20""",[],,"{""Bonuses"":[""AMSChance: -15%"",""WpnRecoil: 1"",""DeltaLRM"",""IsLRM"",""Indirect"",""DoesCluster""]}",,,0.25,0.025,25,,"{""SortKey"":""03014""}",,,"[{""AIHitChanceCap"":0.99,""Id"":""STD"",""UIName"":""STD"",""isBaseMode"":true},{""AIHitChanceCap"":0.99,""AccuracyModifier"":1,""DamageOnJamming"":true,""FlatJammingChance"":0.5,""GunneryJammingBase"":5,""GunneryJammingMult"":0.075,""Id"":""Hotload"",""MinRange"":-180,""UIName"":""HL"",""isBaseMode"":false}]",,true,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,-0.15,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,20,true,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LRM""",181,"""Missile""","""Weapon""","""Weapon""",5,348000,"""Weapon_LRM_LRM20_1-Delta""",0,16,1,4,"""lrm20""","[210,420,630]",10,"""Often found as the secondary weapon on heavier units, LRM20 racks of Long-Range Missiles can deal decent damage while a unit closes range, but they chew through ammunition. Like all LRMs, LRM20s are capable of indirect fire over obstacles and terrain with the benefit of a spotter unit. \n\n <b><color=#00ffff>Left Click on Chance to hit during battle to toggle Hot-Loading. (HL) missiles have no minimum range but can Misfire, damaging the launcher.</color> </b>""",false,0,"""All""",1,"""""","""""",,"[""component_type_variant"",""component_type_variant1"",""range_very-long""]","""""",1,false,"[{""CategoryID"":""w/m/l/lrm""}]",,0,"""lrm""","""Delta""","""Long-Range Missile Launcher""","""LRM20 Delta""",true,2,"""LRM20 Delta""","""All""",0,0,,0.005,true,840,180,0,1,2,20,0,"""LRM""","""WeaponEffect-Weapon_LRM20""","""LRM20""",[],,"{""Bonuses"":[""AMSChance: -25%"",""WpnRecoil: 2"",""DeltaLRM"",""IsLRM"",""Indirect"",""DoesCluster"",""ModesCanMisfire""]}",,,0.25,0.025,25,,"{""SortKey"":""03014""}",,,"[{""AIHitChanceCap"":0.99,""Id"":""STD"",""UIName"":""STD"",""isBaseMode"":true},{""AIHitChanceCap"":0.99,""AccuracyModifier"":1,""DamageOnJamming"":true,""FlatJammingChance"":0.5,""GunneryJammingBase"":5,""GunneryJammingMult"":0.075,""Id"":""Hotload"",""MinRange"":-180,""UIName"":""HL"",""isBaseMode"":false}]",,true,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,-0.25,,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,20,true,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LRM""",181,"""Missile""","""Weapon""","""Weapon""",5,348000,"""Weapon_LRM_LRM20_1-LongFire""",0,19,1,4,"""lrm20""","[270,480,690]",10,"""Often found as the secondary weapon on heavier units, LRM20 racks of Long-Range Missiles can deal decent damage while a unit closes range, but they chew through ammunition. Like all LRMs, LRM20s are capable of indirect fire over obstacles and terrain with the benefit of a spotter unit. \n\n <b><color=#00ffff>Left Click on Chance to hit during battle to toggle Hot-Loading. (HL) missiles have no minimum range but can Misfire, damaging the launcher.</color> </b>""",false,0,"""All""",1,"""+ 1 Accuracy.""","""""",,"[""component_type_variant"",""component_type_variant1"",""range_extreme""]","""""",1,false,"[{""CategoryID"":""w/m/l/lrm""}]",,0,"""lrm""","""LongFire""","""Long-Range Missile Launcher""","""LRM20 LongFire""",true,1,"""LRM20 LongFire""","""All""",0,0,,0.005,true,960,210,0,1,0,20,0,"""LRM""","""WeaponEffect-Weapon_LRM20""","""LRM20""",[],,"{""Bonuses"":[""Range: +60"",""LongFireLRM"",""IsLRM"",""Indirect"",""DoesCluster"",""ModesCanMisfire""]}",,,0.25,0.025,25,,"{""SortKey"":""03014""}",,,"[{""AIHitChanceCap"":0.99,""Id"":""STD"",""UIName"":""STD"",""isBaseMode"":true},{""AIHitChanceCap"":0.99,""AccuracyModifier"":1,""DamageOnJamming"":true,""FlatJammingChance"":0.5,""GunneryJammingBase"":5,""GunneryJammingMult"":0.075,""Id"":""Hotload"",""MinRange"":-180,""UIName"":""HL"",""isBaseMode"":false}]",,true,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,1.3,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,20,true,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LRM""",181,"""Missile""","""Weapon""","""Weapon""",5,348000,"""Weapon_LRM_LRM20_1-Telos""",0,16,1,4,"""lrm20""","[210,420,630]",10,"""Often found as the secondary weapon on heavier units, LRM20 racks of Long-Range Missiles can deal decent damage while a unit closes range, but they chew through ammunition. Like all LRMs, LRM20s are capable of indirect fire over obstacles and terrain with the benefit of a spotter unit. \n\n <b><color=#00ffff>Left Click on Chance to hit during battle to toggle Hot-Loading. (HL) missiles have no minimum range but can Misfire, damaging the launcher.</color> </b>""",false,-1,"""All""",1,"""""","""""",,"[""component_type_variant"",""component_type_variant1"",""range_very-long""]","""""",1,false,"[{""CategoryID"":""w/m/l/lrm""}]",,0,"""lrm""","""Telos""","""Long-Range Missile Launcher""","""LRM20 Telos""",true,2,"""LRM20 Telos""","""All""",0,0,,0.005,true,840,180,0,1,0,20,0,"""LRM""","""WeaponEffect-Weapon_LRM20""","""LRM20""",[],,"{""Bonuses"":[""WpnAccuracy: +1"",""AMSChance: +10%"",""TelosLRM"",""IsLRM"",""Indirect"",""DoesCluster"",""ModesCanMisfire""]}",,,0.25,0.025,25,,"{""SortKey"":""03014""}",,,"[{""AIHitChanceCap"":0.99,""Id"":""STD"",""UIName"":""STD"",""isBaseMode"":true},{""AIHitChanceCap"":0.99,""AccuracyModifier"":1,""DamageOnJamming"":true,""FlatJammingChance"":0.5,""GunneryJammingBase"":5,""GunneryJammingMult"":0.075,""Id"":""Hotload"",""MinRange"":-180,""UIName"":""HL"",""isBaseMode"":false}]",,true,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,0.1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,20,true,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LRM""",181,"""Missile""","""Weapon""","""Weapon""",6,348000,"""Weapon_LRM_LRM20_2-Zeus""",0,16,1.25,4,"""lrm20""","[210,420,630]",10,"""Often found as the secondary weapon on heavier units, LRM20 racks of Long-Range Missiles can deal decent damage while a unit closes range, but they chew through ammunition. Like all LRMs, LRM20s are capable of indirect fire over obstacles and terrain with the benefit of a spotter unit. \n\n <b><color=#00ffff>Left Click on Chance to hit during battle to toggle Hot-Loading. (HL) missiles have no minimum range but can Misfire, damaging the launcher.</color> </b>""",false,0,"""All""",1,"""+ 1 Accuracy.""","""""",,"[""component_type_variant"",""component_type_variant2"",""range_very-long""]","""""",1,false,"[{""CategoryID"":""w/m/l/lrm""}]",,0,"""lrm""","""Zeus""","""Long-Range Missile Launcher""","""LRM20 Zeus""",true,3,"""LRM20 Zeus""","""All""",0,0,,0.005,true,840,180,0,1,0,20,0,"""LRM""","""WeaponEffect-Weapon_LRM20""","""LRM20""",[],,"{""Bonuses"":[""WeaponJAMFlat: 20%"",""ZeusLRM"",""IsLRM"",""Indirect"",""DoesCluster"",""ModesCanMisfire""]}",,,0.25,0.031,30,,"{""SortKey"":""03014""}",,,"[{""AIHitChanceCap"":0.99,""Id"":""STD"",""UIName"":""STD"",""isBaseMode"":true},{""AIHitChanceCap"":0.99,""AccuracyModifier"":1,""DamageOnJamming"":true,""FlatJammingChance"":0.5,""GunneryJammingBase"":5,""GunneryJammingMult"":0.075,""Id"":""Hotload"",""MinRange"":-180,""UIName"":""HL"",""isBaseMode"":false}]",,true,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,5,true,,,0.2,,,5,0.03,,,,,,,,,,,,,,,,,,,
"""LRM""",0,"""Missile""","""Weapon""","""Weapon""",5,310000,"""Weapon_LRM_LRM20_2-LongFire""",0,18,1,4,"""lrm20""","[290,500,710]",10,"""Often found as the secondary weapon on heavier units, LRM20 racks of Long-Range Missiles can deal decent damage while a unit closes range, but they chew through ammunition. Like all LRMs, LRM20s are capable of indirect fire over obstacles and terrain with the benefit of a spotter unit. \n\n <b><color=#00ffff>Left Click on Chance to hit during battle to toggle Hot-Loading. (HL) missiles have no minimum range but can Misfire, damaging the launcher.</color> </b>""",false,0,"""All""",1,"""+ 1 Accuracy.""","""+1 Evasion Ignore.""",,"[""component_type_variant"",""component_type_variant2"",""range_extreme"",""BLACKLISTED""]","""""",1,false,"[{""CategoryID"":""w/m/l/lrm""}]",,0,"""lrm""","""LongFire""","""Long-Range Missile Launcher""","""LRM20 LongFire (Deprecated)""",true,2,"""LRM20 LongFire (Deprecated)""","""All""",0,0,,0.005,true,1000,180,0,1,0,20,0,"""LRM""","""WeaponEffect-Weapon_LRM20""","""LRM20""",[],,"{""Bonuses"":[""Range: +80"",""LongFireLRM"",""IsLRM"",""Indirect"",""DoesCluster""]}",,,0.25,0.025,25,,"{""SortKey"":""03014""}",,,"[{""AIHitChanceCap"":0.99,""Id"":""STD"",""UIName"":""STD"",""isBaseMode"":true},{""AIHitChanceCap"":0.99,""AccuracyModifier"":1,""DamageOnJamming"":true,""FlatJammingChance"":0.5,""GunneryJammingBase"":5,""GunneryJammingMult"":0.075,""Id"":""Hotload"",""MinRange"":-180,""UIName"":""HL"",""isBaseMode"":false}]",,true,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,1.1,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,20,true,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LRM""",181,"""Missile""","""Weapon""","""Weapon""",5,290000,"""Weapon_LRM_LRM20_0-STOCK""",0,16,1,4,"""lrm20""","[210,420,630]",10,"""Often found as the secondary weapon on heavier units, LRM20 racks of Long-Range Missiles can deal decent damage while a unit closes range, but they chew through ammunition. Like all LRMs, LRM20s are capable of indirect fire over obstacles and terrain with the benefit of a spotter unit. \n\n <b><color=#00ffff>Left Click on Chance to hit during battle to toggle Hot-Loading. (HL) missiles have no minimum range but can Misfire, damaging the launcher.</color> </b>""",false,0,"""All""",1,"""""","""""",,"[""component_type_stock"",""range_very-long""]","""""",1,false,"[{""CategoryID"":""w/m/l/lrm""}]",,0,"""lrm""","""Jackson""","""Long-Range Missile Launcher""","""LRM20""",true,0,"""LRM20""","""All""",0,0,,0.005,true,840,180,0,1,0,20,0,"""LRM""","""WeaponEffect-Weapon_LRM20""","""LRM20""",[],,"{""Bonuses"":[""IsLRM"",""Indirect"",""DoesCluster"",""ModesCanMisfire""]}",,,0.25,0.025,25,,"{""SortKey"":""03014""}",,,"[{""AIHitChanceCap"":0.99,""Id"":""STD"",""UIName"":""STD"",""isBaseMode"":true},{""AIHitChanceCap"":0.99,""AccuracyModifier"":1,""DamageOnJamming"":true,""FlatJammingChance"":0.5,""GunneryJammingBase"":5,""GunneryJammingMult"":0.075,""Id"":""Hotload"",""MinRange"":-180,""UIName"":""HL"",""isBaseMode"":false}]",,true,,,,,,,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,1.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1,20,true,,,,,,,,,,,,,,,,,,,,,,,,,,
"""Rocket""",0,"""Missile""","""Weapon""","""Weapon""",1,290000,"""Weapon_QUIRK_INFERNOLAUNCHER20""",2,9,1,2,"""lrm20""","[100,200,400]",1.5,"""Rocket Launchers are cheap, unguided, one-shot missile launchers. Someone took these warheads and replaced their payload with Inferno Gel. <b><color=#F79232>Smokey's Special has 3 salvos.</color></b> <b><color=#099ff2>VOLATILE!</color></b>""",false,0,"""All""",1,"""""","""""",,"[""BLACKLISTED"",""component_type_stock"",""range_standard""]","""""",0,false,"[{""CategoryID"":""w/m/s/rl""}]","{""flags"":[""not_broken"",""no_salvage"",""autorepair""]}",0,"""uixSvgIcon_weapon_Missile""","""Death Blossom""","""Rocket Launcher""","""RL20""",false,99,"""I-RL20""","""All""",0,0,,0.0225,false,460,0,0,1,0,20,60,"""LRM""","""WeaponEffect-Weapon_LRM20""","""LRM20""","[{""Description"":{""Details"":""Reduce Heat Damage by 1%"",""Icon"":""uixSvgIcon_equipment_ThermalExchanger"",""Id"":""HeatDamageTakenSoftCapMultiplier"",""Name"":""Heat Damage SoftCap""},""durationData"":{""duration"":1,""stackLimit"":45,""ticksOnActivations"":true,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Buff"",""statisticData"":{""modType"":""System.Single"",""modValue"":""0.98"",""operation"":""Float_Multiply"",""statName"":""CACIncomingHeatMult""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":false,""showInTargetPreview"":false,""specialRules"":""NotSet"",""triggerLimit"":0}},{""Description"":{""Details"":""This unit is coated with burning chemicals."",""Icon"":""uixSvgIcon_biome_Heated"",""Id"":""Effect_InfernoRLHeat"",""Name"":""INFERNO""},""durationData"":{""clearedWhenAttacked"":false,""duration"":2,""stackLimit"":-1,""ticksOnActivations"":true,""ticksOnEndOfRound"":false,""ticksOnMovements"":false,""useActivationsOfTarget"":true},""effectType"":""StatisticEffect"",""nature"":""Debuff"",""statisticData"":{""modType"":""System.Int32"",""modValue"":""1"",""operation"":""Int_Subtract"",""statName"":""HeatSinkCapacity""},""targetingData"":{""effectTargetType"":""NotSet"",""effectTriggerType"":""OnHit"",""extendDurationOnTrigger"":0,""forcePathRebuild"":false,""forceVisRebuild"":false,""range"":0,""showInStatusPanel"":true,""showInTargetPreview"":true,""specialRules"":""NotSet"",""triggerLimit"":0}}]",,"{""Bonuses"":[""Inferno: 1"",""InternalAmmo: 1"",""MissileHP: 2"",""IsInfernoRocket: 20""]}",2,,0,0.5,1,,"{""SortKey"":""03004""}",,,,,true,,,,,"""t0""","[{""C"":""#CB2440"",""I"":5}]","{""ExplosionDamagePerAmmo"":1,""HeatDamagePerAmmo"":3,""StabilityDamagePerAmmo"":1}",,,,,,,,,,,,,,,,,,,,,,"{""ItemID"":""Weapon_LRM_INFERNOLAUNCHER20""}",,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LRM""",0,"""Missile""","""Weapon""","""Weapon""",4,132000,"""Weapon_LRM_LRM16_CLAN""",0,9,1,4,"""lrm20""","[210,420,630]",3.2,"""Special LRM Variants made initially for Protomechs these variants are identical to normal LRMS except for their tube counts""",false,0,"""All""",1,"""""","""""",,"[""ProtoWeapon"",""component_type_stock"",""range_extreme""]","""""",1,false,"[{""CategoryID"":""ProtoLRM""}]",,0,"""lrm""","""CLAN""","""Long-Range Missile Launcher""","""LRM16 (C)""",true,10,"""LRM16 (C)""","""All""",0,0,,0.005,true,690,0,0,1,0,16,0,"""LRM""","""WeaponEffect-Weapon_LRM20""","""LRM20""",[],,"{""Bonuses"":[""IsProtoweapon"",""IsLRM"",""Indirect"",""DoesCluster""]}",,,0,0.6,1,,"{""SortKey"":""03011""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,
"""LRM""",0,"""Missile""","""Weapon""","""Weapon""",4,132000,"""Weapon_LRM_LRM17_CLAN""",0,9,1,4,"""lrm20""","[210,420,630]",3.4,"""Special LRM Variants made initially for Protomechs these variants are identical to normal LRMS except for their tube counts""",false,0,"""All""",1,"""""","""""",,"[""ProtoWeapon"",""component_type_stock"",""range_extreme""]","""""",1,false,"[{""CategoryID"":""ProtoLRM""}]",,0,"""lrm""","""CLAN""","""Long-Range Missile Launcher""","""LRM17 (C)""",true,10,"""LRM17 (C)""","""All""",0,0,,0.005,true,690,0,0,1,0,17,0,"""LRM""","""WeaponEffect-Weapon_LRM20""","""LRM20""",[],,"{""Bonuses"":[""IsProtoweapon"",""IsLRM"",""Indirect"",""DoesCluster""]}",,,0,0.6,1,,"{""SortKey"":""03011""}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,,,,,,,,,,
